RecreationVisits,RecreationHours,TentCampers,RVCampers,BackcountryCampers,Campers,Clusters,Cluster Color
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
775,2712,0,0,0,0,0,peach
45648,159768,0,0,0,0,0,peach
44879,157076,0,0,0,0,0,peach
31954,111837,0,0,0,0,0,peach
24608,86128,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
7544,26404,0,0,0,0,0,peach
47408,165928,0,0,0,0,0,peach
45487,159204,0,0,0,0,0,peach
8151,28528,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
575,2012,0,0,0,0,0,peach
19082,66787,0,0,0,0,0,peach
57728,202047,0,0,0,0,0,peach
43539,152386,0,0,0,0,0,peach
14267,49934,0,0,0,0,0,peach
10196,35685,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
1366,683,0,0,0,0,0,peach
2373,1259,6,0,0,6,0,peach
4490,2245,2,0,0,2,0,peach
11710,10536,251,156,0,407,0,peach
18244,43757,775,786,0,1561,0,peach
35281,98376,2175,2154,0,4329,0,peach
63185,148737,2605,2534,0,5139,0,peach
55938,138013,2777,2376,0,5153,0,peach
21260,54370,1083,1058,0,2141,0,peach
8130,17634,354,164,0,518,0,peach
1862,2047,73,24,0,97,0,peach
2252,1241,6,4,0,10,0,peach
1558,779,6,0,0,6,0,peach
2236,1360,0,21,0,21,0,peach
3464,2963,82,25,0,107,0,peach
6232,5647,324,70,0,394,0,peach
11229,21140,824,526,0,1350,0,peach
34232,87342,1900,1528,0,3428,0,peach
51479,123996,2612,1843,0,4455,0,peach
63981,153554,2587,1900,0,4487,0,peach
27860,66864,1207,781,0,1988,0,peach
4863,11671,213,78,0,291,0,peach
4366,10478,102,11,0,113,0,peach
2192,5261,5,4,0,9,0,peach
2646,6350,11,0,0,11,0,peach
2649,6357,7,0,0,7,0,peach
5567,13361,91,31,0,122,0,peach
9048,21715,202,83,0,285,0,peach
22291,53498,844,437,0,1281,0,peach
26065,62556,1558,1182,0,2740,0,peach
89816,215558,3140,2422,0,5562,0,peach
82337,197609,3090,2214,0,5304,0,peach
28569,68566,931,994,0,1925,0,peach
9464,22713,334,281,0,615,0,peach
4563,10951,51,13,0,64,0,peach
2295,5508,7,18,0,25,0,peach
1363,3271,2,0,0,2,0,peach
3200,7680,44,0,0,44,0,peach
4090,9816,48,3,0,51,0,peach
6291,15098,177,59,0,236,0,peach
16713,40111,713,521,0,1234,0,peach
61466,147518,1488,2035,0,3523,0,peach
70196,168470,1615,2025,0,3640,0,peach
67150,161160,1582,1488,0,3070,0,peach
22022,52853,711,840,0,1551,0,peach
6815,16356,161,151,0,312,0,peach
3747,8993,23,11,0,34,0,peach
1250,3000,0,5,0,5,0,peach
2143,5143,2,0,0,2,0,peach
2471,5930,7,11,0,18,0,peach
3081,7394,67,11,0,78,0,peach
5805,13932,154,111,0,265,0,peach
16670,40008,699,737,0,1436,0,peach
63128,151507,1760,2070,0,3830,0,peach
72167,173201,2185,2587,0,4772,0,peach
66252,159005,1716,1982,0,3698,0,peach
19956,48894,800,856,0,1656,0,peach
10381,24914,359,205,0,564,0,peach
4169,10005,71,32,0,103,0,peach
1053,2527,5,0,0,5,0,peach
2206,5294,3,0,0,3,0,peach
2506,6014,12,1,0,13,0,peach
2849,6838,58,8,0,66,0,peach
5319,12766,113,22,0,135,0,peach
14702,39695,782,123,0,905,0,peach
50737,121768,883,1074,0,1957,0,peach
59382,142517,2072,2520,0,4592,0,peach
46834,112402,2086,2070,0,4156,0,peach
21986,52766,849,780,0,1629,0,peach
7978,19147,237,124,0,361,0,peach
